0,1,2,3,4,5,6,7,8,9
"['Enfield', 'Havering']","['Ealing', 'Hammersmith and Fulham', 'Lambeth', 'Croydon']","['Hounslow', 'Newham']","['Brent', 'Lewisham', 'Harrow']",['Barking and Dagenham'],"['Southwark', 'Tower Hamlets', 'Kensington and Chelsea', 'Merton', 'City of London', 'Westminster', 'Haringey', 'Camden']","['Islington', 'Hackney', 'Richmond upon Thames', 'Sutton']",['Waltham Forest'],"['Kingston upon Thames', 'Greenwich', 'Bromley', 'Redbridge', 'Bexley', 'Wandsworth', 'Hillingdon']",['Barnet']
