,0,1,2
0,"['City of London', 'Waltham Forest', 'Tower Hamlets', 'Southwark', 'Richmond upon Thames', 'Newham', 'Merton', 'Lambeth', 'Kensington and Chelsea', 'Islington', 'Hounslow', 'Haringey', 'Westminster', 'Barnet', 'Ealing', 'Croydon', 'Hammersmith and Fulham', 'Camden']",['Barking and Dagenham'],"['Hackney', 'Sutton', 'Bexley', 'Brent', 'Redbridge', 'Lewisham', 'Kingston upon Thames', 'Enfield', 'Greenwich', 'Wandsworth', 'Havering', 'Harrow', 'Bromley', 'Hillingdon']"
