,0,1,2,3,4
0,"['Hillingdon', 'Lewisham', 'Wandsworth', 'Havering', 'Harrow', 'Redbridge', 'Hackney', 'Enfield', 'Greenwich', 'Sutton', 'Bromley', 'Brent', 'Bexley', 'Kingston upon Thames']",['Newham'],"['Southwark', 'Lambeth', 'Tower Hamlets', 'Merton', 'Waltham Forest', 'Richmond upon Thames', 'City of London', 'Islington', 'Haringey', 'Hammersmith and Fulham', 'Ealing', 'Croydon', 'Camden', 'Kensington and Chelsea', 'Westminster']",['Barking and Dagenham'],"['Hounslow', 'Barnet']"
